Question,Answer,Output,1-gram,2-gram,3-gram,4-gram,avg-BLEU
"Q: This is a android app. On its SignUpActivity page, it has an input component. Below is the relevant prompt information of the input component:
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'email edittext'. The text on this component is 'appcrawler5@gmail.com'. The hint text of this component is 'email@example.com'. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'email asterisk'. The text on this component is '*'. 
The purpose of this input component may be 'email editext spacing'. What is the hint text of this input component?",email@example.com,spacing,0,0,0,0,0
"Q: This is a android app. On its SignUpActivity page, it has an input component. The text on this component is 'appcrawler5@gmail.com'. Below is the relevant prompt information of the input component:
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'email editext spacing'. The hint text of this component is 'email@example.com'. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'email asterisk'. The text on this component is '*'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'continue button'. The text on this component is 'Continue'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'password edittext'. The text on this component is 'Crowd3116'. The hint text of this component is 'password'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'first name edittext'. The text on this component is 'Sam'. The hint text of this component is 'First Name'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'last name edittext'. The text on this component is 'Brown'. The hint text of this component is 'Last Name'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'phone edittext'. The text on this component is '(415) 579-1543'. The hint text of this component is 'Phone'. 
The purpose of this input component may be 'email edittext'. What is the hint text of this input component?",email@example.com,Email,0,0,0,0,0
"Q: This is a android app. On its SignUpActivity page, it has an input component. Below is the relevant prompt information of the input component:
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'password edittext'. The hint text of this component is 'password'. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'password asterisk'. The text on this component is '*'. 
The purpose of this input component may be 'password edittext spacing'. What is the hint text of this input component?",password,enter password,0.5,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,1.5319719891192393e-231
"Q: This is a android app. On its SignUpActivity page, it has an input component. Below is the relevant prompt information of the input component:
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'password edittext spacing'. The hint text of this component is 'password'. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'password asterisk'. The text on this component is '*'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'continue button'. The text on this component is 'Continue'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'email edittext'. The hint text of this component is 'email@example.com'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'first name edittext'. The hint text of this component is 'First Name'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'last name edittext'. The hint text of this component is 'Last Name'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'phone edittext'. The hint text of this component is 'Phone'. 
The purpose of this input component may be 'password edittext'. What is the hint text of this input component?",password,Password,0,0,0,0,0
"Q: This is a android app. On its SignUpActivity page, it has an input component. Below is the relevant prompt information of the input component:
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'email edittext'. The hint text of this component is 'email@example.com'. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'email asterisk'. The text on this component is '*'. 
The purpose of this input component may be 'email editext spacing'. What is the hint text of this input component?",email@example.com,enter email,0,0,0,0,0
"Q: This is a android app. On its SignUpActivity page, it has an input component. Below is the relevant prompt information of the input component:
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'email editext spacing'. The hint text of this component is 'email@example.com'. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'email asterisk'. The text on this component is '*'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'continue button'. The text on this component is 'Continue'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'password edittext'. The hint text of this component is 'password'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'first name edittext'. The hint text of this component is 'First Name'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'last name edittext'. The hint text of this component is 'Last Name'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'phone edittext'. The hint text of this component is 'Phone'. 
The purpose of this input component may be 'email edittext'. What is the hint text of this input component?",email@example.com,Email,0,0,0,0,0
"Q: This is a app app. On its RegistrationActivity page, it has an input component. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The text on this component is 'Start earning Vitality Points for all the healthy things you do. Complete the registration form below and establish a username and password that you can use each time you return to the mobile app.'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'medicare member'. The text on this component is 'Are you a Medicare Member?'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'member id'. The text on this component is '365'. The hint text of this component is 'Social Security Number'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'dob'. The text on this component is 'June 1, 1965'. The hint text of this component is 'Date of birth'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'username'. The text on this component is 'appcrawler2@gmail.com'. The hint text of this component is 'Username'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'username confirmation'. The text on this component is 'appcrawler2@gmail.com'. The hint text of this component is 'Confirm username'. 
There is a component on the same vertical line as this input component. The text on this component is 'Password must have at least 8 characters and include at least one number and one letter.'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'password'. The hint text of this component is 'Password'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'security question'. The hint text of this component is 'Security Question'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'security answer'. The hint text of this component is 'Your Answer'. 
The purpose of this input component may be 'password confirmation'. What is the hint text of this input component?",Confirm password,Confirm password,1.0,1.0,2.2250738585072626e-308,2.2250738585072626e-308,1.491668146240062e-154
"Q: This is a app app. On its RegistrationActivity page, it has an input component. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The text on this component is 'Start earning Vitality Points for all the healthy things you do. Complete the registration form below and establish a username and password that you can use each time you return to the mobile app.'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'medicare member'. The text on this component is 'Are you a Medicare Member?'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'member id'. The text on this component is '365'. The hint text of this component is 'Social Security Number'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'dob'. The text on this component is 'June 1, 1965'. The hint text of this component is 'Date of birth'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'username'. The text on this component is 'appcrawler2@gmail.com'. The hint text of this component is 'Username'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'username confirmation'. The text on this component is 'appcrawler2@gmail.com'. The hint text of this component is 'Confirm username'. 
There is a component on the same vertical line as this input component. The text on this component is 'Password must have at least 8 characters and include at least one number and one letter.'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'password confirmation'. The hint text of this component is 'Confirm password'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'security question'. The hint text of this component is 'Security Question'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'security answer'. The hint text of this component is 'Your Answer'. 
The purpose of this input component may be 'password'. What is the hint text of this input component?",Password,Password,1.0,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,1.821831989445342e-231
"Q: This is a myparish app. On its LoginActivity page, it has an input component. Below is the relevant prompt information of the input component:
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'imageView showHidePassword'. 
The purpose of this input component may be 'editText password'. What is the hint text of this input component?",Password,Password,1.0,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,1.821831989445342e-231
"Q: This is a myparish app. On its LoginActivity page, it has an input component. The purpose of this input component may be 'editText email'. What is the hint text of this input component?",Email address,Email,0.36787944117144233,8.18558927632837e-309,8.18558927632837e-309,8.18558927632837e-309,6.702145341854094e-232
"Q: This is a browser app. On its BrowserActivity page, it has an input component. The text on this component is 'myparishapp.com/about'. Below is the relevant prompt information of the input component:
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'tab switcher'. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'more'. 
The purpose of this input component may be 'url'. What is the hint text of this input component?",Search or type URL,Search or type URL,1.0,1.0,1.0,1.0,1.0
"Q: This is a myparish app. On its FindMyParishActivity page, it has an input component. The text on this component is 'san fra'. The purpose of this input component may be 'editText search'. What is the hint text of this input component?","Search by Name, City, or Zip",Enter the name of the parish,0,0,0,0,0
"Q: This is a myparish app. On its CreateAccountActivity page, it has an input component. The text on this component is 'crowd3116'. Below is the relevant prompt information of the input component:
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'imageView showHidePassword'. 
The purpose of this input component may be 'editText password'. What is the hint text of this input component?",Create Password,Password,0.36787944117144233,8.18558927632837e-309,8.18558927632837e-309,8.18558927632837e-309,6.702145341854094e-232
"Q: This is a myparish app. On its CreateAccountActivity page, it has an input component. The text on this component is 'appcrawler5@gmail.com'. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'editText name'. The text on this component is 'Sam Brown'. The hint text of this component is 'Name'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'textView birthday'. The text on this component is '4/12/16'. The hint text of this component is 'Birthday'. 
The purpose of this input component may be 'editText email'. What is the hint text of this input component?",Email address,Email,0.36787944117144233,8.18558927632837e-309,8.18558927632837e-309,8.18558927632837e-309,6.702145341854094e-232
"Q: This is a browser app. On its BrowserActivity page, it has an input component. The text on this component is 'sftherapycollective.org'. Below is the relevant prompt information of the input component:
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'tab switcher'. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'more'. 
The purpose of this input component may be 'url'. What is the hint text of this input component?",Search or type URL,Search or type URL,1.0,1.0,1.0,1.0,1.0
"Q: This is a QC app. On its LoginActivity page, it has an input component. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'user'. The hint text of this component is 'Your nickname / nick'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'email'. The hint text of this component is 'Your email address'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'password'. The hint text of this component is 'Choose a password'. 
The purpose of this input component may be 'password2'. What is the hint text of this input component?",Confirm password,Confirm password,1.0,1.0,2.2250738585072626e-308,2.2250738585072626e-308,1.491668146240062e-154
"Q: This is a QC app. On its LoginActivity page, it has an input component. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'user'. The hint text of this component is 'Your nickname / nick'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'email'. The hint text of this component is 'Your email address'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'password2'. The hint text of this component is 'Confirm password'. 
The purpose of this input component may be 'password'. What is the hint text of this input component?",Choose a password,Choose a password,1.0,1.0,1.0,2.2250738585072626e-308,1.2213386697554703e-77
"Q: This is a QC app. On its LoginActivity page, it has an input component. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'user'. The hint text of this component is 'Your nickname / nick'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'password'. The hint text of this component is 'Choose a password'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'password2'. The hint text of this component is 'Confirm password'. 
The purpose of this input component may be 'email'. What is the hint text of this input component?",Your email address,Your email address,1.0,1.0,1.0,2.2250738585072626e-308,1.2213386697554703e-77
"Q: This is a QC app. On its LoginActivity page, it has an input component. The purpose of this input component may be 'password2'. What is the hint text of this input component?",Confirm password,Password,0,0,0,0,0
"Q: This is a QC app. On its LoginActivity page, it has an input component. The purpose of this input component may be 'password'. What is the hint text of this input component?",Choose a password,Password,0,0,0,0,0
"Q: This is a QC app. On its LoginActivity page, it has an input component. The purpose of this input component may be 'email'. What is the hint text of this input component?",Your email address,email,0.1353352832366127,3.01131000863463e-309,3.01131000863463e-309,3.01131000863463e-309,2.4655814830110698e-232
"Q: This is a browser app. On its BrowserActivity page, it has an input component. The text on this component is 'https://mobile.twitter.com/NASASun/status/840288662822649856/photo/1'. Below is the relevant prompt information of the input component:
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'tab switcher'. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'more'. 
The purpose of this input component may be 'url'. What is the hint text of this input component?",Search or type URL,Search or type URL,1.0,1.0,1.0,1.0,1.0
"Q: This is a holidaypirates app. On its MainActivity page, it has an input component. The purpose of this input component may be 'search text'. What is the hint text of this input component?",Search for travel deals,Enter a location,0,0,0,0,0
"Q: This is a android app. On its SignUp3Activity page, it has an input component. The purpose of this input component may be 'et name'. What is the hint text of this input component?",Enter your name (required),Enter your name,0.7165313105737893,0.7165313105737893,0.7165313105737893,1.594335087959687e-308,8.751273976943354e-78
"Q: This is a android app. On its SignUp3Activity page, it has an input component. The text on this component is 'john'. The purpose of this input component may be 'et name'. What is the hint text of this input component?",Enter your name (required),Enter your name,0.7165313105737893,0.7165313105737893,0.7165313105737893,1.594335087959687e-308,8.751273976943354e-78
"Q: This is a browser app. On its BrowserActivity page, it has an input component. The text on this component is 'rmc.bfmtv.com/evenement/vous-voulez-que-ca-bouge/?referer=app'. Below is the relevant prompt information of the input component:
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'newtab'. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'bookmarks'. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'more'. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'tab switcher'. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'more'. 
The purpose of this input component may be 'url'. What is the hint text of this input component?",Search or type URL,Search or type URL,1.0,1.0,1.0,1.0,1.0
"Q: This is a browser app. On its BrowserActivity page, it has an input component. The text on this component is 'https://app.adjust.com/4hvrkv'. Below is the relevant prompt information of the input component:
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'tab switcher'. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'more'. 
The purpose of this input component may be 'url'. What is the hint text of this input component?",Search or type URL,Search or type URL,1.0,1.0,1.0,1.0,1.0
"Q: This is a number app. On its SidelineCreateAccount page, it has an input component. The text on this component is 'Crowd3116'. The purpose of this input component may be 'et content'. What is the hint text of this input component?",Create Password,Enter phone number,0,0,0,0,0
"Q: This is a browser app. On its BrowserActivity page, it has an input component. The text on this component is 'https://ldsaccount.lds.org/register?MRN=true&isMember=true&lang=eng'. Below is the relevant prompt information of the input component:
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'tab switcher'. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'more'. 
The purpose of this input component may be 'url'. What is the hint text of this input component?",Search or type URL,Search or type URL,1.0,1.0,1.0,1.0,1.0
"Q: This is a browser app. On its BrowserActivity page, it has an input component. The text on this component is 'https://blog.taxslayer.com/'. Below is the relevant prompt information of the input component:
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'tab switcher'. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'more'. 
The purpose of this input component may be 'url'. What is the hint text of this input component?",Search or type URL,Search or type URL,1.0,1.0,1.0,1.0,1.0
"Q: This is a browser app. On its BrowserActivity page, it has an input component. The text on this component is 'https://www.taxslayer.com/compare-tax-software'. Below is the relevant prompt information of the input component:
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'tab switcher'. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'more'. 
The purpose of this input component may be 'url'. What is the hint text of this input component?",Search or type URL,Search or type URL,1.0,1.0,1.0,1.0,1.0
"Q: This is a browser app. On its BrowserActivity page, it has an input component. The text on this component is 'https://www.walmart.com/store/5403/weekly-ads?ADID=IID282030&flyer_run_id=183730&flyer_type_name=circular?veh%3Dbv_dis'. Below is the relevant prompt information of the input component:
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'tab switcher'. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'more'. 
The purpose of this input component may be 'url'. What is the hint text of this input component?",Search or type URL,Search or type URL,1.0,1.0,1.0,1.0,1.0
"Q: This is a weather app. On its MasterActivity page, it has an input component. The text on this component is 'testr'. The purpose of this input component may be 'location nickname edit field'. What is the hint text of this input component?",Enter a nickname for this location,Enter a nickname for this location,1.0,1.0,1.0,1.0,1.0
"Q: This is a voxer app. On its FriendsAndContactsList page, it has an input component. The text on this component is 'Raphael Tan
'. The purpose of this input component may be 'fcl contacts input'. What is the hint text of this input component?","Enter name, email or phone",Enter a friend,0.17113903967753066,1.142391010069532e-308,1.142391010069532e-308,1.142391010069532e-308,7.107197028258987e-232
"Q: This is a voxer app. On its LoginLanding page, it has an input component. The text on this component is 'appcrawler2@gmail.com'. The purpose of this input component may be 'eff email'. What is the hint text of this input component?",Email or username,Email,0.1353352832366127,3.01131000863463e-309,3.01131000863463e-309,3.01131000863463e-309,2.4655814830110698e-232
"Q: This is a voxer app. On its LoginLanding page, it has an input component. The text on this component is 'crowd3116'. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'll login button'. The text on this component is 'LOG IN WITH EMAIL'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'eff emailDisplayTextView'. The text on this component is 'appcrawler2@gmail.com'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'll fb login button'. The text on this component is 'Log in with Facebook'. 
The purpose of this input component may be 'll password'. What is the hint text of this input component?",Password,Password,1.0,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,1.821831989445342e-231
"Q: This is a voxer app. On its VoxerSignup page, it has an input component. The text on this component is 'appcrawler2@gmail.com'. The purpose of this input component may be 'eff email'. What is the hint text of this input component?",Email,Email,1.0,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,1.821831989445342e-231
"Q: This is a voxer app. On its VoxerSignup page, it has an input component. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'vs name'. The text on this component is 'Dddg Asdf'. The hint text of this component is 'First and last name'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'vs signup button'. The text on this component is 'SIGN UP'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'eff emailDisplayTextView'. The text on this component is 'appcrawler2@gmail.com'. 
The purpose of this input component may be 'vs password'. What is the hint text of this input component?",Password (at least 5 characters),Password,0.01831563888873418,4.07536492931814e-310,4.07536492931814e-310,4.07536492931814e-310,3.3368016834625063e-233
"Q: This is a codibook app. On its SignUpActivity page, it has an input component. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'button signup facebook'. The text on this component is 'Log in with Facebook'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'text id'. The hint text of this component is 'ID'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'text password'. The hint text of this component is 'PASSWORD'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'text nickname'. The hint text of this component is 'NICKNAME'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'button signup'. The text on this component is 'Sign Up'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'text term'. The text on this component is 'By Tapping ""Sign Up"" above, you are agreeing to the Terms of Service and Privacy Policy.'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'text rewards code'. The hint text of this component is 'PROMO CODE'. 
The purpose of this input component may be 'text email'. What is the hint text of this input component?",EMAIL,EMAIL,1.0,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,1.821831989445342e-231
"Q: This is a codibook app. On its SignUpActivity page, it has an input component. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'button signup facebook'. The text on this component is 'Log in with Facebook'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'text id'. The hint text of this component is 'ID'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'text email'. The hint text of this component is 'EMAIL'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'text nickname'. The hint text of this component is 'NICKNAME'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'button signup'. The text on this component is 'Sign Up'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'text term'. The text on this component is 'By Tapping ""Sign Up"" above, you are agreeing to the Terms of Service and Privacy Policy.'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'text rewards code'. The hint text of this component is 'PROMO CODE'. 
The purpose of this input component may be 'text password'. What is the hint text of this input component?",PASSWORD,PASSWORD,1.0,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,1.821831989445342e-231
"Q: This is a browser app. On its BrowserActivity page, it has an input component. The text on this component is 'https://www.craftsy.com/sewing/classes/designing-your-wardrobe-drafting-tops/59673?messageId=1'. Below is the relevant prompt information of the input component:
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'tab switcher'. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'more'. 
The purpose of this input component may be 'url'. What is the hint text of this input component?",Search or type URL,Search or type URL,1.0,1.0,1.0,1.0,1.0
"Q: This is a sixpmFlavor app. On its SearchActivity page, it has an input component. The purpose of this input component may be 'search filter fragment search'. What is the hint text of this input component?",Search Within Results,Search by name or email,0.2,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,1.2183324802375697e-231
"Q: This is a android app. On its SignInActivity page, it has an input component. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'etEmail'. The text on this component is 'appcrawler6@gmail.com'. The hint text of this component is 'Email'. 
The purpose of this input component may be 'etPassword'. What is the hint text of this input component?",Password,Password,1.0,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,1.821831989445342e-231
"Q: This is a android app. On its SignInActivity page, it has an input component. The text on this component is 'appcrawler6@gmail.com'. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'etPassword'. The hint text of this component is 'Password'. 
The purpose of this input component may be 'etEmail'. What is the hint text of this input component?",Email,Email,1.0,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,1.821831989445342e-231
"Q: This is a browser app. On its BrowserActivity page, it has an input component. The text on this component is 'apps.burlock.org/solar-explorer-2-7-3-santa-edition'. Below is the relevant prompt information of the input component:
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'tab switcher'. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'more'. 
The purpose of this input component may be 'url'. What is the hint text of this input component?",Search or type URL,Search or type URL,1.0,1.0,1.0,1.0,1.0
"Q: This is a browser app. On its BrowserActivity page, it has an input component. The text on this component is 'www.jeep.com/en/mobile/vehicles/2016/renegade/?bid=10557527&sid=1016812&pid=140750414&adid=313331106&cid=0&buytype=IM&TR=2&channel=display'. Below is the relevant prompt information of the input component:
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'tab switcher'. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'more'. 
The purpose of this input component may be 'url'. What is the hint text of this input component?",Search or type URL,Search or type URL,1.0,1.0,1.0,1.0,1.0
"Q: This is a android app. On its AccountAdd page, it has an input component. The text on this component is 'Crowd3116'. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'app title'. The text on this component is 'Hi Messenger'. 
There is a component on the same vertical line as this input component. The text on this component is 'Username'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'account user name'. The text on this component is 'appcrawler1@gmail.com'. The hint text of this component is 'username in facebook.com/username'. 
There is a component on the same vertical line as this input component. The text on this component is 'Password'. 
The purpose of this input component may be 'account password'. What is the hint text of this input component?",Your password,password in facebook,0.3333333333333333,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,1.384292958842266e-231
"Q: This is a android app. On its StatusEditor page, it has an input component. The purpose of this input component may be 'status text'. What is the hint text of this input component?",Enter status message,Enter a status,0.6666666666666666,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,1.646211035903463e-231
"Q: This is a browser app. On its BrowserActivity page, it has an input component. The text on this component is 'frameless.space/terms-and-privacy'. Below is the relevant prompt information of the input component:
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'tab switcher'. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'more'. 
The purpose of this input component may be 'url'. What is the hint text of this input component?",Search or type URL,Search or type URL,1.0,1.0,1.0,1.0,1.0
"Q: This is a android app. On its MyAccountCreateOrLoginActivity page, it has an input component. The purpose of this input component may be 'my account login email edit'. What is the hint text of this input component?",Email,Email,1.0,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,1.821831989445342e-231
"Q: This is a android app. On its MyAccountCreateOrLoginActivity page, it has an input component. Below is the relevant prompt information of the input component:
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'my account update password showing checkbox'. 
The purpose of this input component may be 'my account login password edit'. What is the hint text of this input component?",Password,Password,1.0,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,1.821831989445342e-231
"Q: This is a android app. On its MyAccountCreateOrLoginActivity page, it has an input component. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'my account creation cgv text'. The text on this component is 'To continue, please accept the general terms and conditions of sale on Voyages-sncf.com'. 
The purpose of this input component may be 'my account login email edit'. What is the hint text of this input component?",Email,Email,1.0,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,1.821831989445342e-231
"Q: This is a webmdrx app. On its HomeActivity page, it has an input component. The purpose of this input component may be 'f home edit text'. What is the hint text of this input component?",Enter a drug name to find lowest prices,Enter a name,0.18887560283756186,0.09443780141878093,4.20262166383659e-309,4.20262166383659e-309,2.3691392088083773e-155
"Q: This is a dealaday app. On its LoginActivity page, it has an input component. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'accountNo'. The hint text of this component is 'Account Number'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'loginButton'. The text on this component is 'Sign In'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'txt privacy'. The text on this component is 'Privacy Statement'. 
The purpose of this input component may be 'password'. What is the hint text of this input component?",Password,Password,1.0,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,1.821831989445342e-231
"Q: This is a burner app. On its VerifyPinActivity page, it has an input component. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'verify pin subtitle1'. The text on this component is 'Enter your verification code'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'verify pin subtitle2'. The text on this component is 'It should arrive shortly via text message'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'activity verify phone $ button verify'. The text on this component is 'Verify and Finish'. 
The purpose of this input component may be 'pin number'. What is the hint text of this input component?",Enter code,Enter your pin number,0.25,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,1.2882297539194154e-231
"Q: This is a burner app. On its VerifyPhoneActivity page, it has an input component. The text on this component is '(415) 335-6009'. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'activity verify phone $ edittext country code'. The text on this component is 'US'. The hint text of this component is 'Your country'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'activity verify phone $ button verify'. The text on this component is 'Sign Up'. 
The purpose of this input component may be 'activity verify phone $ edittext phone number'. What is the hint text of this input component?",Enter your phone number,Enter your phone number,1.0,1.0,1.0,1.0,1.0
